,timestamp,value
52468,2008-12-29 02:30:00,6195.07
52469,2008-12-29 03:00:00,6108.76
52470,2008-12-29 03:30:00,6132.97
52471,2008-12-29 04:00:00,6141.51
52472,2008-12-29 04:30:00,6254.09
52473,2008-12-29 05:00:00,6348.96
52474,2008-12-29 05:30:00,6616.94
52475,2008-12-29 06:00:00,6934.03
52476,2008-12-29 06:30:00,7277.33
52477,2008-12-29 07:00:00,7677.05
52478,2008-12-29 07:30:00,8117.53
52479,2008-12-29 08:00:00,8507.52
52480,2008-12-29 08:30:00,8894.92
52481,2008-12-29 09:00:00,9104.72
52482,2008-12-29 09:30:00,9231.8
52483,2008-12-29 10:00:00,9333.08
52484,2008-12-29 10:30:00,9352.94
52485,2008-12-29 11:00:00,9375.31
52486,2008-12-29 11:30:00,9360.97
52487,2008-12-29 12:00:00,9317.26
52488,2008-12-29 12:30:00,9245.93
52489,2008-12-29 13:00:00,9173.51
52490,2008-12-29 13:30:00,9049.52
52491,2008-12-29 14:00:00,9004.33
52492,2008-12-29 14:30:00,8684.81
52493,2008-12-29 15:00:00,8672.85
52494,2008-12-29 15:30:00,8926.91
52495,2008-12-29 16:00:00,8941.25
52496,2008-12-29 16:30:00,8944.75
52497,2008-12-29 17:00:00,8945.74
52498,2008-12-29 17:30:00,8668.54
52499,2008-12-29 18:00:00,8558.24
52500,2008-12-29 18:30:00,8398.25
52501,2008-12-29 19:00:00,8278.6
52502,2008-12-29 19:30:00,8268.49
52503,2008-12-29 20:00:00,8251.64
52504,2008-12-29 20:30:00,8083.82
52505,2008-12-29 21:00:00,7835.42
52506,2008-12-29 21:30:00,7894.71
52507,2008-12-29 22:00:00,7719.04
52508,2008-12-29 22:30:00,7756.99
52509,2008-12-29 23:00:00,7670.63
52510,2008-12-29 23:30:00,7529.42
52511,2008-12-30 00:00:00,7362.03
52512,2008-12-30 00:30:00,7158.18
52513,2008-12-30 01:00:00,6932.51
52514,2008-12-30 01:30:00,6625.56
52515,2008-12-30 02:00:00,6364.68
52516,2008-12-30 02:30:00,6149.19
52517,2008-12-30 03:00:00,6051.94
52518,2008-12-30 03:30:00,6004.27
52519,2008-12-30 04:00:00,5987.38
52520,2008-12-30 04:30:00,6115.77
52521,2008-12-30 05:00:00,6236.35
52522,2008-12-30 05:30:00,6503.96
52523,2008-12-30 06:00:00,6789.24
52524,2008-12-30 06:30:00,7047.4
52525,2008-12-30 07:00:00,7300.67
52526,2008-12-30 07:30:00,7652.61
52527,2008-12-30 08:00:00,8094.98
52528,2008-12-30 08:30:00,8453.72
52529,2008-12-30 09:00:00,8667.08
52530,2008-12-30 09:30:00,8801.3
52531,2008-12-30 10:00:00,8906.56
52532,2008-12-30 10:30:00,8921.78
52533,2008-12-30 11:00:00,8990.68
52534,2008-12-30 11:30:00,9064.27
52535,2008-12-30 12:00:00,9123.29
52536,2008-12-30 12:30:00,9202.91
52537,2008-12-30 13:00:00,9240.3
52538,2008-12-30 13:30:00,9264.31
52539,2008-12-30 14:00:00,9340.81
52540,2008-12-30 14:30:00,9409.79
52541,2008-12-30 15:00:00,9444.12
52542,2008-12-30 15:30:00,9500.78
52543,2008-12-30 16:00:00,9610.3
52544,2008-12-30 16:30:00,9622.74
52545,2008-12-30 17:00:00,9597.4
52546,2008-12-30 17:30:00,9354.02
52547,2008-12-30 18:00:00,9219.6
52548,2008-12-30 18:30:00,8952.47
52549,2008-12-30 19:00:00,8745.78
52550,2008-12-30 19:30:00,8734.79
52551,2008-12-30 20:00:00,8819.96
52552,2008-12-30 20:30:00,8653.61
52553,2008-12-30 21:00:00,8365.73
52554,2008-12-30 21:30:00,8354.53
52555,2008-12-30 22:00:00,8135.77
52556,2008-12-30 22:30:00,8131.88
52557,2008-12-30 23:00:00,7953.54
52558,2008-12-30 23:30:00,7752.24
52559,2008-12-31 00:00:00,7531.52
52560,2008-12-31 00:30:00,7305.51
52561,2008-12-31 01:00:00,7068.37
52562,2008-12-31 01:30:00,6717.86
52563,2008-12-31 02:00:00,6422.1
52564,2008-12-31 02:30:00,6228.96
52565,2008-12-31 03:00:00,6098.7
52566,2008-12-31 03:30:00,6069.4
52567,2008-12-31 04:00:00,6089.12
52568,2008-12-31 04:30:00,6189.47
52569,2008-12-31 05:00:00,6259.53
52570,2008-12-31 05:30:00,6502.08
52571,2008-12-31 06:00:00,6781.9
52572,2008-12-31 06:30:00,7079.18
52573,2008-12-31 07:00:00,7430.06
52574,2008-12-31 07:30:00,7799.05
52575,2008-12-31 08:00:00,8205.35
52576,2008-12-31 08:30:00,8611.01
52577,2008-12-31 09:00:00,8812.28
52578,2008-12-31 09:30:00,8942.02
52579,2008-12-31 10:00:00,9050.13
52580,2008-12-31 10:30:00,9069.95
52581,2008-12-31 11:00:00,9139.2
52582,2008-12-31 11:30:00,9209.06
52583,2008-12-31 12:00:00,9291.78
52584,2008-12-31 12:30:00,9374.79
52585,2008-12-31 13:00:00,9440.35
52586,2008-12-31 13:30:00,9481.2
52587,2008-12-31 14:00:00,9561.24
52588,2008-12-31 14:30:00,9596.51
52589,2008-12-31 15:00:00,9703.35
52590,2008-12-31 15:30:00,9713.16
52591,2008-12-31 16:00:00,9734.36
52592,2008-12-31 16:30:00,9641.21
52593,2008-12-31 17:00:00,9420.66
52594,2008-12-31 17:30:00,8997.37
52595,2008-12-31 18:00:00,8727.16
52596,2008-12-31 18:30:00,8326.72
52597,2008-12-31 19:00:00,8011.72
52598,2008-12-31 19:30:00,7886.81
52599,2008-12-31 20:00:00,7915.6
52600,2008-12-31 20:30:00,7720.5
52601,2008-12-31 21:00:00,7560.66
52602,2008-12-31 21:30:00,7787.83
52603,2008-12-31 22:00:00,7782.06
52604,2008-12-31 22:30:00,8000.57
52605,2008-12-31 23:00:00,7947.48
52606,2008-12-31 23:30:00,7861.5
52607,2009-01-01 00:00:00,7769.09
52608,2009-01-01 00:30:00,7535.0
52609,2009-01-01 01:00:00,7229.24
52610,2009-01-01 01:30:00,6857.62
